fold,epoch,train_loss,val_loss,temperature
speaker-46_emotion-disgust,1,4.5098715365376725,2.64531295640128,0.0759712163497625
speaker-46_emotion-disgust,2,4.2898242162032565,2.634896505446661,0.08170238442249093
speaker-46_emotion-disgust,3,4.198162906616926,2.6312375220041426,0.08767681149447065
speaker-46_emotion-disgust,4,4.168608038425446,2.619001547495524,0.09258649189911461
speaker-46_emotion-disgust,5,4.156564882225859,2.620695617463854,0.09751620920914088
speaker-46_emotion-disgust,6,4.156785262289958,2.6256508675832597,0.10238461231266122
speaker-46_emotion-disgust,7,4.1344319924077295,2.616965437692309,0.10501822537571215
speaker-46_emotion-disgust,8,4.141631309571735,2.6146841503324962,0.1075223809277222
speaker-46_emotion-disgust,9,4.083604037466616,2.6210936251140775,0.10932662080737775
speaker-46_emotion-disgust,10,4.154383081772606,2.6042511690230596,0.11144381821254308
speaker-46_emotion-disgust,11,4.12073359051039,2.610885052453904,0.1133285706720216
speaker-46_emotion-disgust,12,4.097558315535237,2.688849827599904,0.1147977789635645
speaker-46_emotion-disgust,13,4.110174201447657,2.614555184803312,0.11772481649002488
speaker-46_emotion-disgust,14,4.07922438493096,2.608900221567305,0.12092631260409462
speaker-46_emotion-disgust,15,4.090127851132462,2.620910678591047,0.12149206234078133
