fold,epoch,train_loss,val_loss,temperature
speaker-27_emotion-joy,1,4.50576514095068,2.6476217338017056,0.0760390451957539
speaker-27_emotion-joy,2,4.2704489890213875,2.6307479540506997,0.08215939836569103
speaker-27_emotion-joy,3,4.217382645487186,2.630621138073149,0.08802742529250522
speaker-27_emotion-joy,4,4.1957779361974055,2.628100467106653,0.09375842177519889
speaker-27_emotion-joy,5,4.18142173602539,2.6296149246276372,0.0970713246169571
speaker-27_emotion-joy,6,4.155338971459087,2.6249581670004223,0.10205380439421466
speaker-27_emotion-joy,7,4.187382716666623,2.6341332972995817,0.104701155533402
speaker-27_emotion-joy,8,4.133134984940141,2.6257448234255354,0.1080400159044808
speaker-27_emotion-joy,9,4.081892289257989,2.735071333627852,0.11169629501961174
speaker-27_emotion-joy,10,4.135584521832778,2.636677284089346,0.11436202177836033
speaker-27_emotion-joy,11,4.16131943434023,2.649206763222104,0.11815318935276352
