fold,epoch,train_loss,val_loss,temperature
speaker-38_emotion-sadness,1,4.469013449259827,2.632847224964815,0.07661339699857993
speaker-38_emotion-sadness,2,4.243784048942604,2.6275169989641975,0.0831965668213606
speaker-38_emotion-sadness,3,4.143403082787991,2.626729430270796,0.0887644611672413
speaker-38_emotion-sadness,4,4.108609649903162,2.624796316403301,0.09437562068736474
speaker-38_emotion-sadness,5,4.099995886683464,2.617593064027674,0.09901114066069684
speaker-38_emotion-sadness,6,4.096290663259113,2.6260431534101984,0.10312502735295127
speaker-38_emotion-sadness,7,4.062558214806446,2.6354016436248267,0.1066466400454179
speaker-38_emotion-sadness,8,4.09525594220619,2.646076941690525,0.10894163676140249
speaker-38_emotion-sadness,9,4.107313761228247,2.689408867299056,0.11187250979013555
speaker-38_emotion-sadness,10,4.107136691007951,2.61111608272841,0.11509646656956163
speaker-38_emotion-sadness,11,4.083974029142645,2.6343912096584545,0.11692736922451606
speaker-38_emotion-sadness,12,3.997631201696633,2.6615650273170792,0.11862542051841378
speaker-38_emotion-sadness,13,4.082077055339572,2.628343852628179,0.12044880670705918
speaker-38_emotion-sadness,14,4.081080522265616,2.632317096245389,0.12295641549103369
speaker-38_emotion-sadness,15,4.057736907126029,2.7491469162852824,0.12470593356230307
