fold,epoch,train_loss,val_loss,temperature
speaker-14_emotion-neutral,1,4.497671092327554,2.6446732878684998,0.07660380934054563
speaker-14_emotion-neutral,2,4.247831354451893,2.679042501108987,0.08333899615937203
speaker-14_emotion-neutral,3,4.1815435976535085,2.6999987363815308,0.08897524325561808
speaker-14_emotion-neutral,4,4.140024435328375,2.656746153320585,0.09558058650596558
speaker-14_emotion-neutral,5,4.145023140378129,2.650260397366115,0.1005521866381823
speaker-14_emotion-neutral,6,4.145538151712346,2.63896638580731,0.10391701591385889
speaker-14_emotion-neutral,7,4.1325557021270125,2.630039236375264,0.10661284184427153
speaker-14_emotion-neutral,8,4.1238138971472145,2.6562834850379398,0.1102439078753654
speaker-14_emotion-neutral,9,4.139747734665871,2.631876153605325,0.11275739432193414
speaker-14_emotion-neutral,10,4.132151459266317,2.64126695053918,0.11448386096541605
speaker-14_emotion-neutral,11,4.101857393682003,2.6788943452494487,0.11648686848780343
speaker-14_emotion-neutral,12,4.111269006777049,2.6694751296724593,0.11880210386278825
