fold,epoch,train_loss,val_loss,temperature
speaker-51_emotion-sadness,1,4.582993443310261,2.6335335988847035,0.07546245379923937
speaker-51_emotion-sadness,2,4.294688510804693,2.6281972877562993,0.08198274241755643
speaker-51_emotion-sadness,3,4.226021372851557,2.625604512199523,0.08792235622550396
speaker-51_emotion-sadness,4,4.1921971229153066,2.6201703018612332,0.09412938247790723
speaker-51_emotion-sadness,5,4.181636495614232,2.627744447617304,0.09856300200862197
speaker-51_emotion-sadness,6,4.159118230169143,2.6236374680958097,0.10260896556326722
speaker-51_emotion-sadness,7,4.088048070079029,2.640301957963005,0.10585905845066079
speaker-51_emotion-sadness,8,4.160638565654996,2.6046791757856096,0.1087659522207184
speaker-51_emotion-sadness,9,4.160785235030741,2.606366691135225,0.11121977131011532
speaker-51_emotion-sadness,10,4.131749562091297,2.63033936515687,0.11378830961676466
speaker-51_emotion-sadness,11,4.109243183952735,2.609578291575114,0.11532142817079048
speaker-51_emotion-sadness,12,4.096119891730765,2.6141979807899114,0.11609382180950856
speaker-51_emotion-sadness,13,4.127551834691655,2.589312534483652,0.11910907192076237
speaker-51_emotion-sadness,14,4.044129100028831,2.6282156194959367,0.12166360160814049
speaker-51_emotion-sadness,15,4.086267266740751,2.636960495085943,0.12324998586577339
speaker-51_emotion-sadness,16,4.046446034349041,2.6242037500653947,0.12443363658446889
speaker-51_emotion-sadness,17,4.022745396116097,2.6671294409131248,0.12566861102325666
speaker-51_emotion-sadness,18,4.057404177444534,2.631043528753614,0.12811018069801122
