n,eeg_to_speech_top1,speech_to_eeg_top1,eeg_to_speech_top5,speech_to_eeg_top5,eeg_to_speech_mean_rank,speech_to_eeg_mean_rank,positive_cosine_mean,negative_cosine_mean,pos_minus_neg,time_shift_n,time_shift_eeg_to_speech_top1,time_shift_speech_to_eeg_top1,time_shift_eeg_to_speech_top5,time_shift_speech_to_eeg_top5,time_shift_eeg_to_speech_mean_rank,time_shift_speech_to_eeg_mean_rank,time_shift_positive_cosine_mean,time_shift_negative_cosine_mean,time_shift_pos_minus_neg,material_shift_n,material_shift_eeg_to_speech_top1,material_shift_speech_to_eeg_top1,material_shift_eeg_to_speech_top5,material_shift_speech_to_eeg_top5,material_shift_eeg_to_speech_mean_rank,material_shift_speech_to_eeg_mean_rank,material_shift_positive_cosine_mean,material_shift_negative_cosine_mean,material_shift_pos_minus_neg,fold,n_train_windows,n_val_windows,n_val_pair_keys,best_val_loss,best_epoch,final_temperature
14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.5,7.142857142857143,6.571428571428571,0.5952888020120344,0.5914164377190093,0.0038723642930250657,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.5714285714285714,7.428571428571429,5.857142857142857,0.5929592043237911,0.5915956375411818,0.0013635667826092934,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.5714285714285714,7.428571428571429,5.857142857142857,0.5929592043237911,0.5915956375411818,0.0013635667826092934,speaker-31_emotion-disgust,44968,1666,14,2.6399537054430535,1,0.10745111533551882
14.0,0.14285714285714285,0.21428571428571427,0.42857142857142855,0.5714285714285714,6.714285714285714,5.928571428571429,0.5123598922897853,0.5004918772292718,0.011868015060513493,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.35714285714285715,7.5,7.642857142857143,0.5000816367789559,0.5014363584224125,-0.0013547216434566245,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.35714285714285715,7.5,7.642857142857143,0.5000816367789559,0.5014363584224125,-0.0013547216434566245,speaker-32_emotion-tenderness,45850,784,14,2.619306198188237,7,0.11845836120414562
14.0,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.35714285714285715,7.571428571428571,7.0,0.44219049884997125,0.4320140017467917,0.010176497103179527,14.0,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.5,7.428571428571429,7.142857142857143,0.43274852255382995,0.4327403076157257,8.214938104267322e-06,14.0,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.5,7.428571428571429,7.142857142857143,0.43274852255382995,0.4327403076157257,8.214938104267322e-06,speaker-33_emotion-fear,45738,896,14,2.585886776447296,8,0.11984665312046179
14.0,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.42857142857142855,7.428571428571429,5.928571428571429,0.6033622093888785,0.5986860592035876,0.004676150185290884,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.2857142857142857,7.428571428571429,6.857142857142857,0.599922502408703,0.5989506520482165,0.0009718503604865258,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.2857142857142857,7.428571428571429,6.857142857142857,0.599922502408703,0.5989506520482165,0.0009718503604865258,speaker-34_emotion-disgust,45850,784,14,2.6367725942816054,1,0.10363134070853003
14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.21428571428571427,7.642857142857143,7.0,0.6610669294401774,0.6582103019815869,0.0028566274585904994,14.0,0.0,0.14285714285714285,0.35714285714285715,0.2857142857142857,7.857142857142857,8.071428571428571,0.6572131325169043,0.6585067478987618,-0.0012936153818575713,14.0,0.0,0.14285714285714285,0.35714285714285715,0.2857142857142857,7.857142857142857,8.071428571428571,0.6572131325169043,0.6585067478987618,-0.0012936153818575713,speaker-36_emotion-inspiration,44968,1666,14,2.6383903267002906,3,0.11046250040952965
14.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.42857142857142855,7.0,6.642857142857143,0.5297245708345388,0.5171827696616339,0.012541801172904932,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.35714285714285715,7.571428571428571,7.571428571428571,0.5162868272927972,0.5182164422417679,-0.0019296149489707037,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.35714285714285715,7.571428571428571,7.571428571428571,0.5162868272927972,0.5182164422417679,-0.0019296149489707037,speaker-38_emotion-sadness,44968,1666,14,2.61111608272841,10,0.12470593356230307
14.0,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.42857142857142855,7.428571428571429,6.285714285714286,0.5319231402149032,0.5283365582657005,0.003586581949202694,14.0,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.35714285714285715,7.285714285714286,7.5,0.5281940490456879,0.5286234114325633,-0.0004293623868754093,14.0,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.35714285714285715,7.285714285714286,7.5,0.5281940490456879,0.5286234114325633,-0.0004293623868754093,speaker-39_emotion-amusement,45850,784,14,2.6376342603138516,4,0.11113604174723932
14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.35714285714285715,7.357142857142857,7.214285714285714,0.6445029618548073,0.6398213202229991,0.0046816416318081755,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.2857142857142857,7.357142857142857,7.928571428571429,0.6396876270957633,0.6401917305890794,-0.0005041034933160882,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.2857142857142857,7.357142857142857,7.928571428571429,0.6396876270957633,0.6401917305890794,-0.0005041034933160882,speaker-3_emotion-inspiration,44968,1666,14,2.6429012543013117,4,0.11302762071951715
14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.35714285714285715,7.285714285714286,7.142857142857143,0.6040946089611899,0.6037775019716383,0.00031710698955167427,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.2857142857142857,7.357142857142857,8.142857142857142,0.6032051782562269,0.6038459197181739,-0.0006407414619470364,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.2857142857142857,7.357142857142857,8.142857142857142,0.6032051782562269,0.6038459197181739,-0.0006407414619470364,speaker-40_emotion-fear,45850,784,14,2.6503941459315166,1,0.10427157290595396
14.0,0.14285714285714285,0.21428571428571427,0.35714285714285715,0.6428571428571429,7.142857142857143,5.0,0.4087746378632245,0.4006159888142973,0.008158649048927213,14.0,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.35714285714285715,7.285714285714286,7.142857142857143,0.4018387814881536,0.4011495162277643,0.0006892652603893157,14.0,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.35714285714285715,7.285714285714286,7.142857142857143,0.4018387814881536,0.4011495162277643,0.0006892652603893157,speaker-40_emotion-joy,45752,882,14,2.615146671022688,7,0.11776101603376626
