fold,epoch,train_loss,val_loss,temperature
speaker-29_emotion-disgust,1,4.527257350922814,2.6496797251322914,0.07575312729012884
speaker-29_emotion-disgust,2,4.296586659972114,2.632112635506524,0.08255658869564533
speaker-29_emotion-disgust,3,4.1980016881227495,2.6266179917350647,0.08870682771421738
speaker-29_emotion-disgust,4,4.168616742491722,2.6246889962090387,0.09340459062982466
speaker-29_emotion-disgust,5,4.155053335323668,2.6275788337465316,0.09809030108312469
speaker-29_emotion-disgust,6,4.155294694493165,2.623697110584804,0.10261620553069578
speaker-29_emotion-disgust,7,4.133925728929372,2.6048703837016274,0.10499634216653886
speaker-29_emotion-disgust,8,4.139868102686231,2.6087546007973805,0.10755704520925279
speaker-29_emotion-disgust,9,4.079876725921537,2.6283915610540483,0.10954077483851611
speaker-29_emotion-disgust,10,4.152507793177203,2.584771689914522,0.11108130795460372
speaker-29_emotion-disgust,11,4.1170538602307705,2.594085072714185,0.11340383797393772
speaker-29_emotion-disgust,12,4.094227499531624,2.658889373143514,0.11411642470695645
speaker-29_emotion-disgust,13,4.107532066422086,2.594158906785269,0.11699379972224773
speaker-29_emotion-disgust,14,4.07801766437188,2.628083838356866,0.11966032396897022
speaker-29_emotion-disgust,15,4.091693523683046,2.597033561222137,0.12195125071511054
