fold,epoch,train_loss,val_loss,temperature
speaker-40_emotion-joy,1,4.510013784766198,2.6328010369860935,0.0759468953479108
speaker-40_emotion-joy,2,4.27270641014618,2.6301152933211553,0.0823833031008132
speaker-40_emotion-joy,3,4.217702019154726,2.6293169922298856,0.08776526247402595
speaker-40_emotion-joy,4,4.200166114161362,2.6270988517337375,0.09345956159278489
speaker-40_emotion-joy,5,4.182705308388102,2.647824310121082,0.0968881969992985
speaker-40_emotion-joy,6,4.156073283010991,2.6291165541088772,0.10165077226206258
speaker-40_emotion-joy,7,4.185922712087631,2.615146671022688,0.1039912282789623
speaker-40_emotion-joy,8,4.131731794407619,2.6262509595780146,0.10653013375293445
speaker-40_emotion-joy,9,4.080801455258149,2.704976967402867,0.1098120679375877
speaker-40_emotion-joy,10,4.132678902179152,2.6168889469570584,0.11296469185444091
speaker-40_emotion-joy,11,4.159673523781868,2.6323997293199812,0.11648180893746742
speaker-40_emotion-joy,12,4.115613873739888,2.6213573009248763,0.11776101603376626
