fold,epoch,train_loss,val_loss,temperature
speaker-32_emotion-tenderness,1,4.571495771108561,2.6350040308066776,0.07589046134365089
speaker-32_emotion-tenderness,2,4.255245259059733,2.6359787115028928,0.08299741669970624
speaker-32_emotion-tenderness,3,4.199106778502465,2.64143500157765,0.09024017206439058
speaker-32_emotion-tenderness,4,4.145006098409198,2.634753095252173,0.09548201994896885
speaker-32_emotion-tenderness,5,4.179977271818753,2.657732231276376,0.09892557722452025
speaker-32_emotion-tenderness,6,4.131678463812183,2.6344140895775388,0.1036089976089152
speaker-32_emotion-tenderness,7,4.117243885099888,2.619306198188237,0.10581848475077946
speaker-32_emotion-tenderness,8,4.129230304768211,2.6201664549963817,0.10939241897149576
speaker-32_emotion-tenderness,9,4.130992392448694,2.6819451323577335,0.1115058343046629
speaker-32_emotion-tenderness,10,4.0995214433598335,2.6534625504698073,0.11345866297710183
speaker-32_emotion-tenderness,11,4.09390608638525,2.675795610461916,0.11669515669515669
speaker-32_emotion-tenderness,12,4.12034213108633,2.6478774079254697,0.11845836120414562
