fold,epoch,train_loss,val_loss,temperature
speaker-33_emotion-fear,1,4.578793375935387,2.6399581991136074,0.07544500331977125
speaker-33_emotion-fear,2,4.292202976315912,2.641873173415661,0.08159919404360498
speaker-33_emotion-fear,3,4.2499152990767195,2.63839827850461,0.0879791442871693
speaker-33_emotion-fear,4,4.146363995021716,2.6419580094516277,0.09354523965070767
speaker-33_emotion-fear,5,4.184399121204011,2.628757767379284,0.09843701609415398
speaker-33_emotion-fear,6,4.161561580388912,2.6304031424224377,0.10287484173776715
speaker-33_emotion-fear,7,4.1578191278563335,2.6055055744946003,0.10559156698209253
speaker-33_emotion-fear,8,4.146084860910343,2.585886776447296,0.10753775265566179
speaker-33_emotion-fear,9,4.134698566312742,2.675370652228594,0.10864718108198532
speaker-33_emotion-fear,10,4.144119453581074,2.5943061150610447,0.11313394789871485
speaker-33_emotion-fear,11,4.105137952009038,2.6063628308475018,0.11661566607074839
speaker-33_emotion-fear,12,4.1051812088070205,2.6370170824229717,0.11810678354617483
speaker-33_emotion-fear,13,4.138073821055707,2.6181222908198833,0.11984665312046179
