fold,epoch,train_loss,val_loss,temperature
speaker-6_emotion-neutral,1,4.551746273636818,2.6396626555730425,0.0760709630792745
speaker-6_emotion-neutral,2,4.285298453170046,2.6313038894108365,0.08209162922575863
speaker-6_emotion-neutral,3,4.224466446364857,2.625986863696386,0.08756041627471921
speaker-6_emotion-neutral,4,4.192207287903407,2.6290037934742276,0.09348661709248361
speaker-6_emotion-neutral,5,4.181646539222083,2.6313659804207936,0.09772132438817
speaker-6_emotion-neutral,6,4.159854460750992,2.6314945523701017,0.10193131503543668
speaker-6_emotion-neutral,7,4.088506609496504,2.7461276659889826,0.10414916695147934
speaker-6_emotion-neutral,8,4.1751864799970315,2.6157678838760132,0.1093409051331756
speaker-6_emotion-neutral,9,4.159115803392628,2.631124420771523,0.11049289219183253
speaker-6_emotion-neutral,10,4.133041563359174,2.65082575782897,0.11308772911816838
speaker-6_emotion-neutral,11,4.11217352124846,2.642923767604525,0.11420959563366483
speaker-6_emotion-neutral,12,4.096680709592681,2.649780201533484,0.11468596969994266
speaker-6_emotion-neutral,13,4.1277797086672345,2.607133668566507,0.11829005032236638
speaker-6_emotion-neutral,14,4.046643966052792,2.694695548405723,0.12083674968669422
speaker-6_emotion-neutral,15,4.087856421518565,2.701232297079904,0.12211160319691441
speaker-6_emotion-neutral,16,4.0445760688664,2.6545027172754683,0.1247396538425118
speaker-6_emotion-neutral,17,4.026126005966675,2.6437688782101585,0.1261244302635076
speaker-6_emotion-neutral,18,4.059288388327173,2.6407681003449457,0.12768905408448103
